2014,aston martin,DB9,Car,510,12,6
2014,aston martin,DB9,Car,510,12,6
2014,aston martin,V8 VANTAGE,Car,420,8,6
2014,aston martin,V8 VANTAGE,Car,420,8,6
2014,aston martin,V8 VANTAGE S,Car,430,8,7
2014,aston martin,V8 VANTAGE S,Car,430,8,7
2014,Audi,A3,Car,200,4,6
2014,Audi,A3,Car,200,4,6
2014,Audi,A3,Car,200,4,6
2014,Audi,A3,Car,200,4,6
2014,Audi,A3,Car,200,4,6
2014,Audi,A4,Car,211,4,1
2014,Audi,A4,Car,211,4,1
2014,Audi,A4,Car,211,4,1
2014,Audi,A4,Car,211,4,1
2014,Audi,A4,Car,211,4,6
2014,Audi,A4,Car,211,4,6
2014,Audi,A4,Car,211,4,6
2014,Audi,A4,Car,211,4,6
2014,Audi,A4,Car,211,4,6
2014,Audi,A4,Car,211,4,6
2014,Audi,A4,Car,211,4,6
2014,Audi,A4,Car,211,4,6
2014,Audi,A4,Car,211,4,6
2014,Audi,A4,Car,211,4,6
2014,Audi,A4 Allroad,Car,211,4,8
2014,Audi,A4 Allroad,Car,211,4,8
2014,Audi,A4 Allroad,Both,211,4,8
2014,Audi,A4 Allroad,Both,211,4,8
2014,Audi,A5,Car,211,4,8
2014,Audi,A5,Car,211,4,8
2014,Audi,A5,Car,211,4,8
2014,Audi,A5,Car,211,4,8
2014,Audi,A5,Both,211,4,8
2014,Audi,A5,Both,211,4,8
2014,Audi,A5,Both,211,4,8
2014,Audi,A5,Both,211,4,8
2014,Audi,A6,Both,211,4,1
2014,Audi,A6,Both,211,4,1
2014,Audi,A6,Both,211,4,1
2014,Audi,A6,Both,211,4,1
2014,Audi,A6,Both,211,4,1
2014,Audi,A6,Both,333,6,8
2014,Audi,A6,Both,333,6,8
2014,Audi,A6,Both,333,6,8
2014,Audi,A6,Both,333,6,8
2014,Audi,A6,Both,333,6,8
2014,Audi,A6,Both,333,6,8
2014,Audi,A6,Both,333,6,8
2014,Audi,A6,Both,333,6,8
